bsnpr_id,canonical_name,normalized_name,apellidos,nombre,nickname,birth_date,birth_year,birth_city,nationality,position,first_season,last_season,n_seasons,has_profile,confidence,source_id,source_url,retrieved_at
312,"Sanchez Pagan, Carlos","sanchez pagan, carlos",Sanchez Pagan,Carlos,,1/7/1971,1971,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
313,"Santiago, Carlos","santiago, carlos",Santiago,Carlos,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
314,"Silen, Carlos","silen, carlos",Silen,Carlos,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
315,"Siverio, Carlos","siverio, carlos",Siverio,Carlos,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
316,"Sotomayor, Carlos","sotomayor, carlos",Sotomayor,Carlos,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
317,"Suarez, Carlos","suarez, carlos",Suarez,Carlos,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
318,"Valentin Morales, Carlos","valentin morales, carlos",Valentin Morales,Carlos,,7/20/1966,1966,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
319,"Velez, Carlos","velez, carlos",Velez,Carlos,,,,,,,1956,1957,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829035436id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=319&e=,2026-09-08T14:29:14Z
320,"Rivera Camacho, Carlos","rivera camacho, carlos",Rivera Camacho,Carlos,cayito,1/4/1979,1979,"Arroyo, Puerto Rico",Puerto Rico,Armador,1996,2007,12,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20080410091522id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=320&e=,2026-09-08T14:29:17Z
321,"Lanauze Montalvo, Carlos","lanauze montalvo, carlos",Lanauze Montalvo,Carlos,charlie,6/24/1970,1970,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
322,"Bonilla, Carlos (1)","bonilla, carlos 1",Bonilla,Carlos (1),,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
323,"Bonilla, Carlos (2)","bonilla, carlos 2",Bonilla,Carlos (2),,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
324,"Costoso Claussells, Carlos a.","costoso claussells, carlos a",Costoso Claussells,Carlos a.,,3/31/1965,1965,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
325,"Cruz Diaz, Carlos a.","cruz diaz, carlos a",Cruz Diaz,Carlos a.,,6/12/1963,1963,,,,1987,1988,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828225337id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=325&e=,2026-09-08T14:29:19Z
326,"Martinez, Carlos a.","martinez, carlos a",Martinez,Carlos a.,,10/15/1949,1949,,,,1972,1978,5,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828225221id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=326&e=,2026-09-08T14:29:21Z
327,"Villanueva Rivera, Carlos a.","villanueva rivera, carlos a",Villanueva Rivera,Carlos a.,,7/27/1957,1957,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
328,"Robles Vazquez, Carlos alexis","robles vazquez, carlos alexis",Robles Vazquez,Carlos alexis,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
329,"Padilla Vargas, Carlos angel","padilla vargas, carlos angel",Padilla Vargas,Carlos angel,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
330,"Martinez Torres, Carlos b.","martinez torres, carlos b",Martinez Torres,Carlos b.,,10/15/1960,1960,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
331,"Salgado Castrello, Carlos enrique","salgado castrello, carlos enrique",Salgado Castrello,Carlos enrique,,11/20/1957,1957,,,,1976,1977,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828230722id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=331&e=,2026-09-08T14:29:26Z
332,"Marrero Lorenzo, Carlos i.","marrero lorenzo, carlos i",Marrero Lorenzo,Carlos i.,,7/17/1969,1969,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
333,"Figueroa Laboy, Carlos manuel","figueroa laboy, carlos manuel",Figueroa Laboy,Carlos manuel,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
334,"Bermudez Torres, Carlos","bermudez torres, carlos",Bermudez Torres,Carlos,Charlie,7/1/1951,1951,"Santurce, Puerto Rico",Puerto Rico,Centro,1970,1984,15,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20171029065957id_/http://www.bsnpr.com/jugadores/jugador.asp?id=334,2026-09-08T14:29:27Z
335,"Payano Ocasio, Carlos R.","payano ocasio, carlos r",Payano Ocasio,Carlos R.,,2/6/1971,1971,"Rio Piedras, Puerto Rico",Puerto Rico,Alero,1991,2009,18,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20091209055642id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=335&e=,2026-09-08T14:29:29Z
336,"Vazquez Virola, Carlos Raul","vazquez virola, carlos raul",Vazquez Virola,Carlos Raul,,2/28/1975,1975,,,,1991,1999,8,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829035136id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=336&e=,2026-09-08T14:29:31Z
337,"Velazquez Torres, Carlos raul","velazquez torres, carlos raul",Velazquez Torres,Carlos raul,,8/11/1959,1959,,,,1978,1978,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829035213id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=337&e=,2026-09-08T14:29:33Z
338,"Rivera Ruiz, Carlos Ruben","rivera ruiz, carlos ruben",Rivera Ruiz,Carlos Ruben,,2/5/1983,1983,"Mayagüez, Puerto Rico",Puerto Rico,Armador,1999,2017,13,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20171030093822id_/http://www.bsnpr.com/jugadores/jugador.asp?id=338,2026-09-08T14:29:35Z
339,"Vega Ramos, Carlos samuel","vega ramos, carlos samuel",Vega Ramos,Carlos samuel,,8/20/1962,1962,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
340,"Grove, Carlus","grove, carlus",Grove,Carlus,,1/5/1971,1971,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
341,"Figueroa, Carmelo","figueroa, carmelo",Figueroa,Carmelo,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
342,"Oquendo Filomens, Carmelo","oquendo filomens, carmelo",Oquendo Filomens,Carmelo,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
343,"Rosa Ortiz, Carmelo","rosa ortiz, carmelo",Rosa Ortiz,Carmelo,,1/5/1958,1958,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
344,"Travieso Peña, Carmelo","travieso pena, carmelo",Travieso Peña,Carmelo,,9/5/1975,1975,"Cataño, Puerto Rico",Puerto Rico,Escolta,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
345,"Travieso Peña, Carmelo","travieso pena, carmelo",Travieso Peña,Carmelo,,9/5/1975,1975,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
346,"Travieso Peña, Carmelo","travieso pena, carmelo",Travieso Peña,Carmelo,,9/5/1975,1975,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
347,"Travieso Peña, Carmelo","travieso pena, carmelo",Travieso Peña,Carmelo,,9/5/1975,1975,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
348,"Verdejo, Carmelo","verdejo, carmelo",Verdejo,Carmelo,,10/3/1955,1955,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
349,"Lee, Carmelo Antrone","lee, carmelo antrone",Lee,Carmelo Antrone,,6/7/1977,1977,"Atlanta, Georgia",Georgia,Escolta/Alero,2005,2013,9,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20140122200649id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=349&e=,2026-09-08T14:29:36Z
350,"Gonzalez Iglesia, Catalino","gonzalez iglesia, catalino",Gonzalez Iglesia,Catalino,,2/9/1958,1958,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
351,"Crespo Lopez, Cecilio","crespo lopez, cecilio",Crespo Lopez,Cecilio,,12/30/1960,1960,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
352,"Anderson, Cedrick","anderson, cedrick",Anderson,Cedrick,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
353,"Carrasquillo Milian, Cesar","carrasquillo milian, cesar",Carrasquillo Milian,Cesar,,4/7/1975,1975,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
354,"Fantauzzi Basanet, Cesar","fantauzzi basanet, cesar",Fantauzzi Basanet,Cesar,,7/27/1957,1957,,,,1974,1987,12,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20171030093600id_/http://www.bsnpr.com/jugadores/jugador.asp?id=354,2026-09-08T14:29:38Z
355,"Vizcarrondo, Cesar","vizcarrondo, cesar",Vizcarrondo,Cesar,,,,,,,2001,2002,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829040535id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=355&e=,2026-09-08T14:29:41Z
356,"Bocachica, Cesar","bocachica, cesar",Bocachica,Cesar,,7/28/1938,1938,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
357,"Bocachica Salvador, Cesar Armando","bocachica salvador, cesar armando",Bocachica Salvador,Cesar Armando,,8/21/1972,1972,"Ponce, Puerto Rico",Puerto Rico,Delantero,1991,2007,17,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20080229015214id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=357&e=5,2026-09-08T14:29:43Z
358,"Bocachica Salvador, Cesar Miguel","bocachica salvador, cesar miguel",Bocachica Salvador,Cesar Miguel,,7/21/1968,1968,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
359,"Bailey Rosado, Charles","bailey rosado, charles",Bailey Rosado,Charles,,11/23/1979,1979,"New York, USA",USA,Armador,1998,2007,6,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20080411054336id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=359&e=,2026-09-08T14:29:45Z
360,"Claxton, Charles","claxton, charles",Claxton,Charles,,,,,,,1996,1996,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20180325112624id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=360,2026-09-08T14:29:47Z
361,"Edmonson Mcgware, Charles","edmonson mcgware, charles",Edmonson Mcgware,Charles,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
362,"Henson Velazquez, Charles","henson velazquez, charles",Henson Velazquez,Charles,,6/20/1981,1981,"New York City, New York",New York,Delantero/Centro,2002,2007,4,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20080411054342id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=362&e=1,2026-09-08T14:29:54Z
363,"Macon, Charles","macon, charles",Macon,Charles,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
364,"Mendez, Charles","mendez, charles",Mendez,Charles,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
365,"Smith, Charles","smith, charles",Smith,Charles,,,,,,,1998,1998,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828230748id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=365&e=,2026-09-08T14:29:56Z
366,"Thompson, Charles","thompson, charles",Thompson,Charles,,8/25/1955,1955,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
367,"White, Charles","white, charles",White,Charles,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
368,"Williams, Charles","williams, charles",Williams,Charles,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
369,"Dominguez, Charlie","dominguez, charlie",Dominguez,Charlie,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
370,"Ortiz Cabrera, Charlie","ortiz cabrera, charlie",Ortiz Cabrera,Charlie,,12/21/1958,1958,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
371,"Sanchez Torres, Charlie","sanchez torres, charlie",Sanchez Torres,Charlie,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
372,"Monge, Cheo","monge, cheo",Monge,Cheo,,,,,,,1956,1956,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828224736id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=372&e=,2026-09-08T14:29:57Z
373,"Alexander, Chris","alexander, chris",Alexander,Chris,,,,,,,2006,2006,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828231453id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=373&e=,2026-09-08T14:29:59Z
374,"Burgess, Chris","burgess, chris",Burgess,Chris,,4/23/1979,1979,"California, Estados Unidos",Estados Unidos,Delantero/Centro,2006,2008,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20080529135233id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=374&e=10,2026-09-08T14:30:05Z
375,"Carrawell, Chris","carrawell, chris",Carrawell,Chris,,,,,,,2002,2002,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828230835id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=375&e=,2026-09-08T14:30:08Z
376,"Mcneal Eland, Chris","mcneal eland, chris",Mcneal Eland,Chris,,4/6/1970,1970,,,,1993,1995,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828223617id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=376&e=,2026-09-08T14:30:10Z
377,"Ortiz, Chris","ortiz, chris",Ortiz,Chris,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
378,"Porter, Chris","porter, chris",Porter,Chris,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
379,"Smith, Chris","smith, chris",Smith,Chris,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
380,"Sneed, Chris","sneed, chris",Sneed,Chris,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
381,"Munk, Christhian","munk, christhian",Munk,Christhian,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
382,"Dalmau Santana, Christian","dalmau santana, christian",Dalmau Santana,Christian,,8/29/1975,1975,"Arecibo, Puerto Rico",Puerto Rico,Armador/Escolta,1992,2017,24,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715121156id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=382&e=,2026-09-08T14:30:12Z
383,"Perez Kortright, Christian","perez kortright, christian",Perez Kortright,Christian,,9/2/1985,1985,,,Delantero,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
384,"Scott Diaz, Christian","scott diaz, christian",Scott Diaz,Christian,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
385,"Vazquez Alvarez, Christian","vazquez alvarez, christian",Vazquez Alvarez,Christian,,3/3/1985,1985,"Bayamon, Puerto Rico",Puerto Rico,Armador,2003,2009,7,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20090829072403id_/http://bsnpr.com:80/jugadores/jugador.asp?id=385&e=,2026-09-08T14:30:14Z
386,"Rivera Ortiz, Christian J.","rivera ortiz, christian j",Rivera Ortiz,Christian J.,,11/1/1983,1983,"Bayamón, Puerto Rico",Puerto Rico,Centro,2004,2009,6,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20091206130013id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=386&e=,2026-09-08T14:30:15Z
387,"Allison, Christopher","allison, christopher",Allison,Christopher,,,,,,,2000,2000,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829041906id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=387&e=,2026-09-08T14:30:17Z
388,"Hiraldo Garcia, Christopher","hiraldo garcia, christopher",Hiraldo Garcia,Christopher,,4/4/1978,1978,"Rio Piedras, Puerto Rico",Puerto Rico,Escolta/Alero,1996,2009,13,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20090912004758id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=388&e=,2026-09-08T14:30:23Z
389,"Moore, Christopher","moore, christopher",Moore,Christopher,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
390,"Ortiz, Christopher","ortiz, christopher",Ortiz,Christopher,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
391,"Ceballos Johnson, Christopher","ceballos johnson, christopher",Ceballos Johnson,Christopher,chris,8/16/1967,1967,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
392,"Vega Johnson, Christopher","vega johnson, christopher",Vega Johnson,Christopher,,6/13/1984,1984,"Bayamón, Puerto Rico",Puerto Rico,Armador,2002,2013,12,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20140122200704id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=392&e=,2026-09-08T14:30:25Z
393,"Dasilva Baccioti, Ciao franco","dasilva baccioti, ciao franco",Dasilva Baccioti,Ciao franco,,,,,,,1992,1992,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829042800id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=393&e=,2026-09-08T14:30:27Z
394,"Santiago Conde, Claudio","santiago conde, claudio",Santiago Conde,Claudio,,10/30/1962,1962,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
395,"Holtz, Clinton","holtz, clinton",Holtz,Clinton,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
396,"Mcinish Frenche, Colin","mcinish frenche, colin",Mcinish Frenche,Colin,,11/2/1960,1960,,,,1981,1981,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829041042id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=396&e=,2026-09-08T14:30:29Z
397,"Mangual Ortiz, Concepcion","mangual ortiz, concepcion",Mangual Ortiz,Concepcion,,8/31/1963,1963,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
398,"Ocasio Carrion, Concepcion","ocasio carrion, concepcion",Ocasio Carrion,Concepcion,,12/9/1956,1956,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
399,"Pastrano Doñe, Conrado","pastrano done, conrado",Pastrano Doñe,Conrado,,5/7/1968,1968,,,,1976,1986,8,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828230851id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=399&e=,2026-09-08T14:30:31Z
400,"Allen, Corey","allen, corey",Allen,Corey,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
401,"Benjamin, Corey","benjamin, corey",Benjamin,Corey,,2/24/1978,1978,"Fontana, California",California,,2006,2006,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20220121061815id_/https://www.bsnpr.com/jugadores/jugador.asp?id=401,2026-09-08T14:30:33Z
402,"Williams, Corey","williams, corey",Williams,Corey,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
403,"Deliz, Corpus","deliz, corpus",Deliz,Corpus,,,,,,,1962,1967,5,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829041647id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=403&e=,2026-09-08T14:30:35Z
404,"Reader, Cory","reader, cory",Reader,Cory,,,,,,,1999,1999,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828231706id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=404&e=,2026-09-08T14:30:37Z
405,"Martin, Counzo","martin, counzo",Martin,Counzo,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
406,"Casiano, Crispy","casiano, crispy",Casiano,Crispy,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
407,"Rodriguez, Cristobal","rodriguez, cristobal",Rodriguez,Cristobal,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
408,"Kitchen Harris, Curtis","kitchen harris, curtis",Kitchen Harris,Curtis,,,,,,,1995,1995,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828231320id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=408&e=,2026-09-08T14:30:40Z
409,"Brent, Dabbs","brent, dabbs",Brent,Dabbs,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
410,"Lopez, Damon","lopez, damon",Lopez,Damon,,,,,,,1992,1992,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829035534id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=410&e=,2026-09-08T14:30:42Z
