bsnpr_id,season,franchise_id,jersey_number,height_cm,position_raw,name_raw,source_id,source_url,retrieved_at,confidence
1666,2019,brujos_guayama,7,198,G,Miguel Ali Berdiel,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Brujos-de-Guayama/2634,20190721093624,single-source
1666,2020,mets_guaynabo,7,198,G,Miguel Ali Berdiel,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Mets-de-Guaynabo/9280,20200716011902,single-source
1685,2010,atleticos_san_german,33,197,F,Wilson Monty,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2010,20160331180338,single-source
1739,2009,atleticos_san_german,8,180,G,Alvarado Omar,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2009,20160401114423,single-source
1739,2010,capitanes_arecibo,08,180,G,Alvarado Omar,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2010,20150110124312,single-source
1739,2011,capitanes_arecibo,08,180,G,Alvarado Omar,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2011,20150110124318,single-source
1739,2012,capitanes_arecibo,8,180,PG,Alvarado Omar,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2012,20150110124323,single-source
1739,2013,vaqueros_bayamon,,180,PG,Omar Alvarado,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Vaqueros_de_Bayamon/1677,20131122110707,single-source
1739,2015,maratonistas_coamo,,180,PG,Omar Alvarado,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Maratonistas_de_Coamo/1976,20150516113803,single-source
1739,2016,atenienses_manati,8,180,PG,Omar Alvarado,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atenienses-de-Manati/1963,20160811092940,single-source
1771,2009,atleticos_san_german,20,188,G,Mendez Osvaldo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2009,20160401114423,single-source
1836,2013,capitanes_arecibo,,222,C,Ramos Peter John,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2013,20150110124328,single-source
1836,2015,brujos_guayama,,222,C,Peter Ramos,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Brujos_de_Guayama/2634,20150421134809,single-source
1836,2016,vaqueros_bayamon,36,222,C,Peter Ramos,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Vaqueros-de-Bayamon/1677,20160918155639,single-source
1836,2018,leones_ponce,36,222,C,Peter Ramos,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Leones-de-Ponce/1954,20181012123736,single-source
1836,2019,leones_ponce,36,222,C,Peter Ramos,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Leones-de-Ponce/1954,20190721092056,single-source
1895,2009,capitanes_arecibo,13,187,G,Cruz Rafael,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2009,20150110124304,single-source
1895,2010,capitanes_arecibo,13,187,G,Cruz Rafael,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2010,20150110124312,single-source
1895,2011,capitanes_arecibo,13,187,G,Cruz Rafael,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2011,20150110124318,single-source
1895,2012,capitanes_arecibo,13,187,PG,Cruz Rafael,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2012,20150110124323,single-source
1895,2013,capitanes_arecibo,13,186,PG,Cruz Rafael,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2013,20150110124328,single-source
1895,2014,atleticos_san_german,,186,PG,Rafael Cruz,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos_de_San_German/1957,20141027173403,single-source
1897,2020,mets_guaynabo,27,193,G/F,Rafael Perez,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Mets-de-Guaynabo/9280,20200716011902,single-source
1946,2009,leones_ponce,7,196,G,Orta Raul,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2009,20140122015854,single-source
1946,2010,atleticos_san_german,07,196,G,Orta Raul,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2010,20160331180338,single-source
1946,2011,atleticos_san_german,8,196,G,Orta Raul,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2011,20160401120859,single-source
1946,2012,atleticos_san_german,8,196,G,Orta Raul,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2012,20160331154649,single-source
1946,2017,santeros_aguada,10,196,G,Raul Orta,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Santeros_de_Aguada/1976?Page=1,20171115063608,single-source
1947,2009,capitanes_arecibo,14,215,C,Rivera Raul,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2009,20150110124304,single-source
1947,2010,capitanes_arecibo,14,215,C,Rivera Raul,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2010,20150110124312,single-source
1992,2009,cangrejeros_santurce,20,188,G,Dalmau Ricardo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2009,20140110084821,single-source
1992,2010,cangrejeros_santurce,20,188,G,Dalmau Ricardo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2010,20140110084826,single-source
1995,2009,leones_ponce,22,180,G,Melendez Ricardo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2009,20140122015854,single-source
1995,2010,leones_ponce,22,180,G,Melendez Ricardo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2010,20140122015859,single-source
1995,2011,atleticos_san_german,20,180,G,Melendez Ricardo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2011,20160401120859,single-source
1995,2012,capitanes_arecibo,22,179,PG,Melendez Ricardo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2012,20150110124323,single-source
1995,2015,atenienses_manati,,179,PG,Ricardo Melendez,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atenienses_de_Manati/1963,20150513020841,single-source
1995,2016,atenienses_manati,22,179,G,Ricardo Melendez,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atenienses-de-Manati/1963,20160811092940,single-source
1995,2017,cariduros_fajardo,22,179,SG,Ricardo Melendez,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Cariduros_de_Fajardo/10934?Page=1,20171104130224,single-source
1995,2018,piratas_quebradillas,22,179,SG,Ricardo Melendez,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Piratas-de-Quebradillas/20147,20181012123815,single-source
1995,2020,cariduros_fajardo,22,179,SG,Ricardo Melendez,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Cariduros-de-Fajardo/10934,20200530072933,single-source
2028,2012,capitanes_arecibo,22,193,G,Apodaca Rick,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2012,20150110124323,single-source
2028,2013,leones_ponce,,193,G,Apodaca Rick,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2013,20140122015914,single-source
2028,2014,indios_mayaguez,,193,G,Rick Apodaca,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Indios_de_Mayaguez/10936,20140918102201,single-source
2028,2015,mets_guaynabo,,193,G,Rick Apodaca,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Mets_de_Guaynabo/9280?,20150517050747,single-source
2033,2010,cangrejeros_santurce,14,212,C/F,Sanchez Ricky,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2010,20140110084826,single-source
2033,2011,cangrejeros_santurce,15,212,C/F,Sanchez Ricky,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2011,20140110084831,single-source
2067,2010,cangrejeros_santurce,25,194,G,Nieves Roberto,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2010,20140110084826,single-source
2067,2011,cangrejeros_santurce,12,194,G,Nieves Roberto,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2011,20140110084831,single-source
2067,2013,cangrejeros_santurce,,194,G,Nieves Roberto,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2013,20140110084836,single-source
2074,2009,leones_ponce,10,187,G,Hatton Roberto Jose,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2009,20140122015854,single-source
2074,2010,leones_ponce,10,187,G,Hatton Roberto Jose,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2010,20140122015859,single-source
2122,2009,caciques_humacao,15,190,G,Ayala Sadell,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2009,20140504034146,single-source
2122,2010,caciques_humacao,15,193,G,Ayala Sadell,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2010,20140504034152,single-source
2145,2013,cangrejeros_santurce,,198,G/F,Villegas Samuel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2013,20140110084836,single-source
2145,2015,vaqueros_bayamon,24,198,G/F,Villegas Samuel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Vaqueros-de-Bayamon/1677?Year=2015,20160517223025,single-source
2145,2016,vaqueros_bayamon,24,198,G/F,Samuel Villegas,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Vaqueros-de-Bayamon/1677,20160918155639,single-source
2146,2012,atleticos_san_german,8,180,PG,Rosas Samuel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2012,20160331154649,single-source
2146,2013,atleticos_san_german,5,180,PG,Rosas Samuel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2013,20160331154330,single-source
2146,2015,atleticos_san_german,5,180,PG,Rosas Samuel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2015,20160330150110,single-source
2146,2016,brujos_guayama,5,180,PG,Samuel Rosas,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Brujos-de-Guayama/2634?,20160813195450,single-source
2290,2009,capitanes_arecibo,10,184,G,Pagan Wilfredo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2009,20150110124304,single-source
2290,2010,cangrejeros_santurce,10,184,G,Pagan Wilfredo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2010,20140110084826,single-source
2290,2011,cangrejeros_santurce,10,184,G,Pagan Wilfredo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2011,20140110084831,single-source
2290,2013,cangrejeros_santurce,,184,PG,Pagan Wilfredo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2013,20140110084836,single-source
2309,2009,caciques_humacao,11,207,F,Orozco William,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2009,20140504034146,single-source
2309,2010,caciques_humacao,11,207,F,Orozco William,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2010,20140504034152,single-source
2309,2011,capitanes_arecibo,11,201,F,Orozco William,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2011,20150110124318,single-source
2309,2013,cangrejeros_santurce,,201,F,Orozco William,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2013,20140110084836,single-source
2309,2015,piratas_quebradillas,,201,F,William Orozco,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Piratas_de_Quebradillas/20147,20150416045639,single-source
2309,2016,caciques_humacao,20,201,F,William Orozco,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques-de-Humacao/1901?,20160813193526,single-source
2309,2018,atleticos_san_german,20,201,F,William Orozco,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Atleticos-de-San-German/1957?Page=1,20180521021055,single-source
2336,2010,cangrejeros_santurce,31,201,F,Colon Benjamin,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2010,20140110084826,single-source
2336,2015,brujos_guayama,,201,F,Benjamin Colon,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Brujos_de_Guayama/2634,20150421134809,single-source
2336,2018,vaqueros_bayamon,2,201,F,Benjamin Colon,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Vaqueros-de-Bayamon/1677,20181012124041,single-source
2336,2019,vaqueros_bayamon,2,201,F,Benjamin Colon,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Vaqueros-de-Bayamon/1677,20190701050249,single-source
2353,2015,vaqueros_bayamon,42,196,F,Valencia Florentino,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Vaqueros-de-Bayamon/1677?Year=2015,20160517223025,single-source
2353,2016,indios_mayaguez,42,196,F,Florentino Valencia,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Indios-de-Mayaguez/10936,20161220062544,single-source
2353,2017,capitanes_arecibo,50,196,F,Valencia Florentino,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Capitanes-de-Arecibo/2187?Year=2016-2017,20170703152251,single-source
2353,2018,capitanes_arecibo,50,196,F,Valencia Florentino,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Capitanes-de-Arecibo/2187?Page=1&Year=2017-2018,20171115170726,single-source
2354,2009,atleticos_san_german,1,193,G,Pellot-Rosa Jesse,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2009,20160401114423,single-source
2354,2011,atleticos_san_german,14,193,G,Pellot-Rosa Jesse,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2011,20160401120859,single-source
2354,2012,atleticos_san_german,1,193,G,Pellot-Rosa Jesse,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2012,20160331154649,single-source
2354,2016,vaqueros_bayamon,10,193,G,Jesse Pellot-Rosa,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Vaqueros-de-Bayamon/1677,20160918155639,single-source
2355,2013,vaqueros_bayamon,,190,G,Javier Mojica,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Vaqueros_de_Bayamon/1677,20131122110707,single-source
2355,2014,cangrejeros_santurce,,190,SG,Javier Mojica,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635,20141016232747,single-source
2355,2015,cangrejeros_santurce,,190,SG,Javier Mojica,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635,20150516202755,single-source
2355,2016,cangrejeros_santurce,44,190,SG,Javier Mojica,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635,20160918132100,single-source
2355,2017,piratas_quebradillas,44,190,SG,Javier Mojica,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Piratas_de_Quebradillas/20147?Page=1,20171105001102,single-source
2355,2018,vaqueros_bayamon,44,190,SG,Javier Mojica,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Vaqueros-de-Bayamon/1677,20181012124041,single-source
2355,2019,vaqueros_bayamon,44,190,SG,Javier Mojica,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Vaqueros-de-Bayamon/1677,20190701050249,single-source
2356,2016,cangrejeros_santurce,14,193,PG,Kevin Hamilton,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635,20160918132100,single-source
2360,2009,atleticos_san_german,21,213,C,Dyer Alphonse,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2009,20160401114423,single-source
2360,2010,atleticos_san_german,21,213,C,Dyer Alphonse,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2010,20160331180338,single-source
2360,2011,atleticos_san_german,15,213,F/C,Dyer Alphonse,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2011,20160401120859,single-source
2360,2012,caciques_humacao,21,213,F/C,Dyer Alphonse,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2012,20140504033943,single-source
2360,2013,vaqueros_bayamon,,213,F/C,Alphonse Dyer,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Vaqueros_de_Bayamon/1677,20131122110707,single-source
2363,2009,caciques_humacao,1,179,G,Torres Dario,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2009,20140504034146,single-source
2363,2010,cangrejeros_santurce,,179,G,Torres Dario,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2010,20140110084826,single-source
2367,2013,indios_mayaguez,,191,G,Cliff Duran,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Indios_de_Mayaguez/10936,20131117123350,single-source
2367,2014,indios_mayaguez,,191,G,Cliff Duran,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Indios_de_Mayaguez/10936,20140918102201,single-source
2367,2015,indios_mayaguez,,191,G,Cliff Duran,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Indios_de_Mayaguez/10936,20150516181941,single-source
2367,2016,caciques_humacao,7,191,G,Cliff Duran,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques-de-Humacao/1901?,20160813193526,single-source
2367,2018,leones_ponce,7,191,G,Cliff Duran,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Leones-de-Ponce/1954,20181012123736,single-source
2371,2011,atleticos_san_german,12,177,PG,Copeland Donald,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2011,20160401120859,single-source
2373,2013,leones_ponce,,188,G,Kortright Jonathan,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2013,20140122015914,single-source
2374,2009,capitanes_arecibo,7,193,G/F,Ramirez Edgardo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2009,20150110124304,single-source
2374,2010,capitanes_arecibo,07,193,G/F,Ramirez Edgardo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2010,20150110124312,single-source
2374,2011,capitanes_arecibo,7,193,G/F,Ramirez Edgardo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2011,20150110124318,single-source
2374,2012,capitanes_arecibo,7,193,G/F,Ramirez Edgardo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2012,20150110124323,single-source
2374,2013,capitanes_arecibo,7,193,G/F,Ramirez Edgardo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2013,20150110124328,single-source
2375,2016,capitanes_arecibo,12,191,G,Joel Nieves,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes-de-Arecibo/2187,20160709120133,single-source
2375,2017,brujos_guayama,33,191,G,Joel Nieves,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Brujos-de-Guayama/2634?Page=1,20170711054328,single-source
2377,2012,caciques_humacao,6,195,G/F,Sanchez Kennel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2012,20140504033943,single-source
2377,2013,caciques_humacao,,195,G/F,Sanchez Kennel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2013,20140504034205,single-source
2380,2010,caciques_humacao,34,183,G,Erazo Armando,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2010,20140504034152,single-source
2380,2011,caciques_humacao,11,183,PG,Erazo Armando,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2011,20140504033923,single-source
2386,2009,capitanes_arecibo,20,193,G,Villegas Johwen,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2009,20150110124304,single-source
2386,2010,atleticos_san_german,22,193,G,Villegas Johwen,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2010,20160331180338,single-source
2386,2017,vaqueros_bayamon,22,193,F,Johwen Villegas,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Vaqueros_de_Bayamon/1677?Page=1,20171104223840,single-source
2386,2019,capitanes_arecibo,22,193,F,Johwen Villegas,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Capitanes-de-Arecibo/2187,20190325112059,single-source
2398,2009,cangrejeros_santurce,25,183,G,Gonzalez Miguel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2009,20140110084821,single-source
2398,2010,cangrejeros_santurce,01,183,G,Gonzalez Miguel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2010,20140110084826,single-source
2398,2011,cangrejeros_santurce,04,183,G,Gonzalez Miguel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2011,20140110084831,single-source
2417,2015,indios_mayaguez,,206,C,Elton Brown,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Indios_de_Mayaguez/10936,20150516181941,single-source
2423,2015,vaqueros_bayamon,13,203,F/C,McGhee Aaron,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Vaqueros-de-Bayamon/1677?Year=2015,20160517223025,single-source
2429,2011,capitanes_arecibo,30,201,F,Bracey Bryan,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2011,20150110124318,single-source
2434,2009,capitanes_arecibo,53,203,F,Fizer Marcus,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2009,20150110124304,single-source
2457,2015,atenienses_manati,,206,F/C,Ekenechukwu Ibekwe,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atenienses_de_Manati/1963,20150513020841,single-source
2458,2011,atleticos_san_german,,208,F,Rice Darius,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2011,20160401120859,single-source
2459,2017,cariduros_fajardo,31,203,F,Nathan Peavy,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Cariduros_de_Fajardo/10934?Page=1,20171104130224,single-source
2461,2009,leones_ponce,5,188,G,Lebron Jorge,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2009,20140122015854,single-source
2461,2010,caciques_humacao,05,188,G,Lebron Jorge,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2010,20140504034152,single-source
2461,2013,atleticos_san_german,,188,G,Lebron Jorge,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2013,20160331154330,single-source
2462,2009,leones_ponce,50,210,C/F,Dixon Nigel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2009,20140122015854,single-source
2463,2009,atleticos_san_german,12,186,G,Andino Guillermo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2009,20160401114423,single-source
2463,2010,atleticos_san_german,16,186,G,Andino Guillermo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2010,20160331180338,single-source
2464,2010,atleticos_san_german,23,198,G/F,Andino Jose,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2010,20160331180338,single-source
2465,2015,brujos_guayama,,185,G,Darnell Hinson,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Brujos_de_Guayama/2634,20150421134809,single-source
2465,2016,brujos_guayama,6,185,G,Darnell Hinson,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Brujos-de-Guayama/2634?,20160813195450,single-source
2465,2017,brujos_guayama,6,185,G,Darnell Hinson,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Brujos-de-Guayama/2634?Page=1,20170711054328,single-source
2466,2009,caciques_humacao,34,194,G,Life James,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2009,20140504034146,single-source
2466,2011,caciques_humacao,05,194,G,Life James,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2011,20140504033923,single-source
2466,2012,caciques_humacao,,194,G,Life James,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2012,20140504033943,single-source
2476,2014,capitanes_arecibo,,206,F,Angel Alamo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187,20141015195216,single-source
2476,2016,capitanes_arecibo,,206,,Angel Alamo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes-de-Arecibo/2187,20160709120133,single-source
2476,2017,capitanes_arecibo,7,206,F,Alamo Angel,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Capitanes-de-Arecibo/2187?Year=2016-2017,20170703152251,single-source
2476,2018,capitanes_arecibo,7,206,F,Alamo Angel,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Capitanes-de-Arecibo/2187?Page=1&Year=2017-2018,20171115170726,single-source
